Rogojin, [9800, 10019, 10578, 11146, 11876, 12479, 13406, 13875, 14740, 15233, 15716, 17970, 19033, 20509, 20904, 22752, 22935, 23053, 61253, 61623, 71508, 71699, 236864, 238276, 239324, 239828, 239980, 240270, 240333, 241219, 242511, 245033, 245186, 245349, 248015, 248210, 248413, 252868, 253722, 257740, 291573, 291728, 291866, 291976, 330237, 331611, 332701, 333149, 335196, 336329, 336811, 338902, 339509, 339887, 341240, 341319, 342437, 342664, 342833, 344915, 346123, 346245, 346946, 353315, 354167, 354298, 355243, 356377, 356647, 356827, 358434, 358615, 359114, 361020, 364002, 364318, 365357, 365404, 369169, 369247, 371774, 374775, 378726, 379063, 385769, 385843, 407454, 407526, 419151, 430810, 431485, 431862, 432662, 433317, 433753, 434556, 434887, 435182, 435905, 436293, 439095, 440620, 441120, 442166, 442859, 448401, 450255, 453409, 454453, 457990, 458296, 458762, 459177, 459766, 460227, 460479, 460555, 460812, 461049, 461438, 461867, 462043, 463639, 464218, 467998, 469340, 469470, 470063, 475341, 478831, 481989, 483025, 483209, 483276, 483647, 483746, 484703, 485159, 485206, 485395, 486074, 486229, 486600, 486923, 487043, 487392, 489686, 490582, 490732, 491380, 493399, 493432, 494335, 495396, 496745, 496954, 545277, 643403, 647315, 647368, 649056, 272, 69610, 70030, 70227, 75541, 96526, 103526, 103849, 104235, 106537, 106621, 109304, 109588, 111019, 112169, 112692, 113085, 113959, 145721, 145810, 148430, 155946, 156056, 156256, 156791, 157947, 169299, 202597, 202715, 203878, 205035, 207012, 210878, 212061, 212577, 212902, 213071, 213265, 213741, 214132, 214285, 214981, 229872, 238501, 266401, 266538, 267123, 270901, 271088, 272772, 319117, 319906, 320280, 320374, 320664, 345092, 348372, 451627, 470377, 473995, 479894, 526467, 549368, 550880, 558290, 558884, 561986, 567631, 569750, 570469, 572545, 573190, 573427, 574923, 575383, 575778, 575801, 593837, 600033, 606340, 606840, 613025, 614526, 615008, 615647, 615960, 618404, 620719, 621069, 621148, 627289, 627474, 628228, 628392, 634893, 636493, 636884, 637555, 637748, 639076, 639822, 640129, 641548, 642097, 642108, 642687, 643818, 644034, 644158, 644321, 644466, 645062, 645314, 645457, 645679, 645920, 646256, 646921, 647192, 647374, 647828, 648069, 648356, 648628, 648985, 649448, 649535, 649620, 649851, 651031, 651081, 651622, 651875, 651992, 652168, 652405, 653393, 653690, 653756, 655106, 655326, 655653, 655822, 658426, 658957, 659373, 660002, 660954, 661819, 661987, 662407, 662486, 663288, 663588, 663914, 664429, 664461, 665775, 665864, 666072, 666314, 666587, 666938, 667460]
Gania, [45847, 46961, 56361, 56933, 57062, 57575, 57744, 58048, 58141, 60063, 60947, 61468, 62083, 62199, 62343, 63071, 63364, 63528, 63948, 64369, 64953, 65632, 68218, 68245, 69516, 70782, 70928, 72336, 72585, 72714, 72784, 73010, 73761, 74097, 74204, 93624, 101537, 102074, 104324, 167283, 167368, 167581, 168578, 168726, 168970, 171105, 174267, 174380, 174504, 174633, 175270, 176677, 177585, 177959, 178084, 178341, 179391, 182638, 182832, 182954, 183679, 184085, 184680, 185889, 186473, 187222, 188025, 189252, 190833, 192521, 192727, 192963, 193165, 195516, 196205, 197215, 211772, 211941, 212310, 212582, 212714, 212826, 213043, 213678, 213932, 214048, 214313, 214729, 215346, 215635, 215917, 219031, 219257, 219969, 220131, 220414, 220522, 220695, 220837, 221394, 221763, 221914, 222127, 222666, 235826, 236518, 236719, 236902, 240147, 242231, 242471, 243728, 245964, 246685, 246930, 247902, 248515, 249961, 250614, 250657, 251613, 253059, 254594, 254706, 255246, 255521, 255652, 255992, 256109, 256471, 257471, 259881, 260064, 260586, 261332, 264689, 286177, 286323, 290802, 291192, 292389, 296763, 298993, 299266, 300736, 302045, 304750, 326799, 339097, 340453, 341160, 342179, 345133, 360897, 361780, 364434, 367523, 367672, 367986, 370400, 371612, 379764, 380333, 380526, 390782, 391723, 392871, 396812, 508220, 520071, 590591, 592199, 652963, 653675, 654921, 655090, 655542, 656413, 669632, 115197, 127837, 145568, 150994, 155877, 168878, 226550, 227068, 260368, 324674, 327468, 332218, 332649, 332830, 333528, 334368, 335622, 336753, 338152, 338272, 339419, 339870, 340146, 340807, 340951, 343221, 344088, 345753, 347113, 348187, 348641, 348726, 348803, 351288, 352124, 352403, 352606, 352923, 353127, 353491, 353984, 354074, 354663, 356306, 357118, 358696, 358981, 360021, 360253, 361147, 363233, 363454, 363779, 364887, 365006, 366247, 366521, 366676, 370189, 370311, 417687, 419077, 453716, 454328, 456652, 479054, 481150, 545188, 545847, 547026, 547664, 548373, 586165, 586648, 586943, 624645]
Epanchin, [5409, 6485, 6607, 7144, 9159, 14664, 23326, 23700, 25272, 26277, 28653, 45343, 75002, 75542, 77376, 79485, 81959, 93538, 94138, 94776, 95370, 96493, 97549, 98839, 101242, 102664, 104105, 104762, 105633, 106031, 106511, 108113, 108384, 108970, 109322, 110155, 112159, 112654, 112979, 116111, 116626, 117522, 117867, 119126, 129683, 139374, 139525, 164595, 165067, 165458, 171376, 171951, 172618, 173944, 175904, 230271, 230771, 234308, 262808, 263448, 264919, 290544, 293762, 299126, 299653, 324320, 331149, 336077, 376041, 376517, 376547, 379426, 379907, 381178, 381542, 382078, 383675, 384920, 386472, 386748, 386867, 389266, 389420, 397189, 428227, 471365, 471663, 508067, 508503, 509099, 509423, 509634, 510581, 511433, 514481, 516623, 518079, 518151, 518840, 519483, 519710, 519776, 520235, 520853, 521219, 522634, 523513, 525044, 527189, 528234, 528474, 529388, 532286, 532388, 532905, 533806, 538599, 541198, 541899, 602967, 604880, 609433, 610491, 613203, 617232, 620064, 628818, 639866, 643097, 643764, 644457, 646433, 669252, 669426, 670094, 671238, 1334, 2009, 3297, 8110, 11356, 12068, 12764, 13475, 14435, 14932, 21607, 23391, 24437, 44027, 44596, 45996, 47136, 52481, 53941, 57811, 60142, 63857, 65993, 71530, 77119, 79229, 79983, 80579, 333106, 414519, 419192, 420760, 423164, 424070, 425224, 431858, 433450, 449022, 482549, 485802, 487177, 491658, 491981, 492659, 495524, 496265, 504826, 513948, 514369, 517950, 522342, 525732, 532214, 594840, 610387, 670256, 670796, 672748]
Lizabetha Prokofievna, [162534, 163032, 381725, 386247, 393699, 507464, 519895, 535114, 538359, 543558, 543742, 550765, 551118, 557267, 562600, 564235, 565363, 573622, 598988, 602263, 602659, 604587, 605249, 609311, 609334, 609357, 610827, 610985, 611459, 611697, 612465, 612743, 613967, 614358, 615251, 615846, 616078, 616579, 616975, 617804, 618983, 619400, 619680, 621566, 622025, 622896, 623131, 623426, 625348, 626454, 629004, 630122, 630441, 631361, 634954, 637519, 637759, 640897, 642298, 644608, 655984, 2618, 4633, 5885, 10498, 11813, 12929, 15453, 16178, 17223, 17884, 19734, 20169, 20923, 22922, 29278, 45220, 48592, 50017, 50094, 55267, 56710, 64335, 73209, 77498, 77931, 78694, 86554, 256402, 275718, 276349, 276987, 277855, 279287, 279941, 340544, 420420, 422078, 422798, 423689, 424912, 425895, 426737, 433978, 434616, 435883, 436742, 438844, 440166, 442312, 446731, 448099, 449253, 450618, 451048, 460461, 472520, 473011, 474540, 477709, 482876, 487891, 488806, 493677, 500525, 500592, 518941, 531136, 532970, 533745, 538642, 539342, 540551, 585513, 590425, 604519, 610602, 671079, 672994]
Evgenie Pavlovitch, [389440, 510618, 522426, 532687, 533843, 534027, 535524, 541038, 580059, 601837, 603694, 605413, 614130, 615684, 615973, 619055, 622558, 625562, 626316, 626611, 627210, 628301, 629038, 630592, 641940, 643024, 643939, 644226, 645171, 646898, 648541, 649017, 655779, 672510, 7521, 8210, 23960, 27547, 29498, 33708, 36625, 37698, 38224, 40858, 41679, 43227, 43843, 48730, 48752, 48958, 49832, 55390, 57170, 60407, 60686, 60970, 61517, 71105, 71623, 71946, 72906, 73395, 80088, 89907, 90482, 90899, 91325, 93563, 114527, 115318, 117826, 119741, 122904, 123517, 127177, 127787, 128700, 129449, 130607, 130888, 139571, 146386, 146871, 147214, 150843, 232609, 234932, 237546, 238566, 240151, 241365, 248390, 256262, 257041, 257463, 280135, 425979, 450400, 461402, 462354, 464652, 488218, 493243, 531585, 587802, 588212, 590733, 592643, 598510, 600240, 602435, 602921, 603360, 604463, 610670, 616998, 618951, 668334, 668532, 668719, 669458, 669754, 670302, 670613, 670935, 671291]
Colia, [195723, 195800, 196561, 204641, 230052, 231374, 234992, 235403, 264807, 264878, 264933, 265201, 265595, 276090, 276841, 277529, 280603, 281251, 281433, 282842, 286384, 286518, 286589, 287003, 392018, 405597, 411602, 416861, 498335, 502404, 508046, 509933, 512151, 513355, 521034, 522202, 522704, 524486, 526190, 536934, 537381, 538201, 551009, 551356, 557410, 562102, 598117, 633127, 669061, 670748, 28659, 45036, 45688, 46048, 46782, 50077, 52550, 131034, 148971, 149029, 172002, 206050, 210020, 228283, 233056, 282270, 282432, 286869, 292832, 304825, 304925, 349160, 350808, 353505, 354720, 356022, 356112, 365814, 373280, 379747, 414802, 415429, 415670, 417598, 417875, 418657, 428804, 429360, 429827, 431092, 431278, 432552, 433094, 479304, 479395, 480528, 536299, 605196, 632913, 633073, 667965]
Muishkin, [9183, 26316, 34337, 223353, 230364, 254828, 268216, 277436, 280330, 324265, 353611, 382051, 401172, 403479, 409532, 418098, 423125, 426631, 426947, 427180, 430443, 431060, 441471, 458458, 460931, 461545, 477129, 481143, 500923, 501959, 506835, 521953, 534382, 538317, 543354, 549200, 579847, 586502, 597389, 615900, 636889, 641726, 648378, 648872, 650808, 651307, 652287, 652941, 656619, 657912, 666474, 9447, 37925, 40431, 74618, 86089, 86874, 118139, 151536, 228637, 234118, 234616, 302752, 329088, 372607, 413577, 434190, 450421, 452362, 461479, 461914, 463686, 479784, 495558, 558941, 586907, 589380, 597444, 611007, 611433, 612242, 614060, 615281, 618507, 621618, 625381, 631139, 631988, 641410, 648293, 652132, 653608, 660049, 671120]
Lebedeff, [15325, 22992, 240012, 336247, 336662, 369116, 370635, 371104, 399097, 399480, 400424, 403803, 404666, 406176, 415815, 416796, 417541, 417857, 418636, 419608, 420037, 421158, 423307, 481099, 500218, 506654, 506787, 507012, 507745, 515438, 566131, 617186, 617721, 667013, 667798, 61983, 115040, 125529, 126147, 138257, 148563, 169042, 228592, 231024, 231719, 232944, 233391, 236363, 285732, 286526, 286938, 288882, 292183, 292419, 299805, 300362, 300500, 300964, 300976, 302601, 303958, 305107, 344677, 349714, 371265, 371768, 378878, 381272, 382487, 385597, 386504, 393263, 397575, 470686, 471399, 476427, 476906, 482066, 536148, 605991, 609210, 609777, 611133, 612655, 632569]
Hippolyte, [286704, 564689, 570254, 577135, 578167, 590109, 610567, 614051, 619454, 623298, 625637, 626072, 627966, 628185, 629059, 632912, 635260, 638726, 668637, 44992, 45713, 116781, 117027, 123240, 123420, 147266, 147901, 149636, 150608, 151317, 151628, 153506, 153684, 155997, 157075, 168705, 168936, 169363, 225549, 226650, 227076, 228446, 229578, 230206, 230614, 233766, 234569, 235545, 235998, 236254, 248830, 285003, 344762, 348848, 350694, 351382, 356368, 356607, 359144, 359675, 360089, 363292, 370149, 370444, 452215, 452485, 453373, 454665, 455288, 455793, 456336, 470489, 474033, 481183, 542765, 543716, 545239, 550161, 552109, 553805, 556895, 586831, 613530, 614777, 667841]
Burdovsky, [548033, 549448, 550044, 565019, 565160, 567717, 568002, 570745, 571203, 572001, 573180, 573400, 573856, 574163, 574287, 574825, 575081, 577788, 578448, 578557, 578798, 578965, 579629, 580973, 581302, 581984, 582801, 583349, 583795, 583856, 584481, 584797, 584984, 585474, 585637, 586131, 587048, 587236, 589262, 589589, 589876, 590675, 591026, 591827, 591968, 592623, 593156, 594859, 595578, 595746, 596040, 596832, 597175, 597493, 600778, 600942, 601526, 605758, 624165, 624308, 624469, 624861, 624945, 625042, 638552, 115140, 117562, 170536, 228412, 228522, 237866, 242176, 282985, 284816, 290495, 295201, 582400, 607236, 624868, 625912, 627961, 628145, 633295]
